Object-SID	Rights-Guid	Organizational-Unit-Name	Schema-ID-GUID	Common-Name	NT-Security-Descriptor	Object-Category	ms-Exch-Mailbox-Security-Descriptor

0			00000000-0000-0000-0000-000000000000		0	0	0	
0			00000000-0000-0000-0000-000000000000		1	0	0	
0			00000000-0000-0000-0000-000000000000		0	0	0	
0			00000000-0000-0000-0000-000000000000		0	0	0	
S-1-5-21-4185035528-4285459030-794706703			00000000-0000-0000-0000-000000000000		290	3188	0	
0			00000000-0000-0000-0000-000000000000	Configuration	252	3151	0	
0			00000000-0000-0000-0000-000000000000	Sites	274	3501	0	
0			00000000-0000-0000-0000-000000000000	Default-First-Site-Name	276	3495	0	
0			00000000-0000-0000-0000-000000000000	Servers	279	3483	0	
0			00000000-0000-0000-0000-000000000000	DC1	280	3481	0	
0			00000000-0000-0000-0000-000000000000	NTDS Settings	281	3399	0	
0			00000000-0000-0000-0000-000000000000	Schema	4	1796	0	
0			bf967a8f-0de6-11d0-a285-00aa003049e2	DMD	5	3113	0	
0			00000000-0000-0000-0000-000000000000	Aggregate	5	1798	0	
0			5a8b3261-c38d-11d1-bbc9-0080c76670c0	SubSchema	5	3113	0	
0			bf967915-0de6-11d0-a285-00aa003049e2	Account-Expires	5	1800	0	
0			bf967a80-0de6-11d0-a285-00aa003049e2	Attribute-Schema	5	3113	0	
0			031952ec-3b72-11d2-90cc-00c04fd91ab1	Account-Name-History	5	1800	0	
0			7f56127d-5301-11d1-a9c5-0000f80367c1	ACS-Aggregate-Token-Rate-Per-User	5	1800	0	
0			7f561283-5301-11d1-a9c5-0000f80367c1	ACS-Allocable-RSVP-Bandwidth	5	1800	0	
0			1cb355a1-56d0-11d1-a9c6-0000f80367c1	ACS-Cache-Timeout	5	1800	0	
0			7f56127a-5301-11d1-a9c5-0000f80367c1	ACS-Direction	5	1800	0	
0			1cb355a0-56d0-11d1-a9c6-0000f80367c1	ACS-DSBM-DeadTime	5	1800	0	
0			1cb3559e-56d0-11d1-a9c6-0000f80367c1	ACS-DSBM-Priority	5	1800	0	
0			1cb3559f-56d0-11d1-a9c6-0000f80367c1	ACS-DSBM-Refresh	5	1800	0	
0			7f561287-5301-11d1-a9c5-0000f80367c1	ACS-Enable-ACS-Service	5	1800	0	
0			f072230e-aef5-11d1-bdcf-0000f80367c1	ACS-Enable-RSVP-Accounting	5	1800	0	
0			7f561285-5301-11d1-a9c5-0000f80367c1	ACS-Enable-RSVP-Message-Logging	5	1800	0	
0			7f561286-5301-11d1-a9c5-0000f80367c1	ACS-Event-Log-Level	5	1800	0	
0			dab029b6-ddf7-11d1-90a5-00c04fd91ab1	ACS-Identity-Name	5	1800	0	
0			f072230c-aef5-11d1-bdcf-0000f80367c1	ACS-Max-Aggregate-Peak-Rate-Per-User	5	1800	0	
0			7f56127e-5301-11d1-a9c5-0000f80367c1	ACS-Max-Duration-Per-Flow	5	1800	0	
0			f0722310-aef5-11d1-bdcf-0000f80367c1	ACS-Max-No-Of-Account-Files	5	1800	0	
0			1cb3559c-56d0-11d1-a9c6-0000f80367c1	ACS-Max-No-Of-Log-Files	5	1800	0	
